,PPutida_1,PPutida_2,PPutida_4,locus_tag,name,description,type,length
PP_3146,18.0,35.0,42.0,PP_RS16405,,FAD-binding oxidoreductase,CDS,1296
PP_3147,59.0,79.0,106.0,PP_RS16410,,polyamine ABC transporter substrate-binding protein,CDS,1089
PP_3148,81.0,187.0,378.0,PP_RS16415,,glutamine synthetase family protein,CDS,1359
PP_3149,7.0,34.0,47.0,PP_RS16420,,helix-turn-helix domain-containing protein,CDS,900
PP_0308,24.0,15.0,5.0,PP_RS01645,,dipeptidase,CDS,978
PP_3150,44.0,106.0,72.0,PP_RS16425,,AAA family ATPase,CDS,1911
PP_3151,10.0,26.0,29.0,PP_RS16430,,aldehyde dehydrogenase family protein,CDS,1386
PP_3152,20.0,30.0,18.0,PP_RS16435,,LysR family transcriptional regulator,CDS,867
PP_3153,8.0,13.0,14.0,PP_RS16440,,hypothetical protein,CDS,444
PP_3154,76.0,225.0,172.0,PP_RS16445,,acyloxyacyl hydrolase,CDS,522
PP_3155,47.0,62.0,61.0,PP_RS16450,,TonB-dependent siderophore receptor,CDS,2130
PP_3156,27.0,96.0,68.0,PP_RS16455,,universal stress protein,CDS,891
PP_3157,14.0,65.0,38.0,PP_RS16460,hisN,histidinol-phosphatase,CDS,792
PP_3158,23.0,14.0,11.0,PP_RS16465,,hypothetical protein,CDS,732
PP_5589,236.0,100.0,84.0,PP_RS16470,,RHS repeat-associated core domain-containing protein,CDS,732
PP_0309,15.0,3.0,5.0,PP_RS01650,,DUF5943 domain-containing protein,CDS,531
PP_3159,6.0,11.0,9.0,PP_RS16475,benR,benABC operon transcriptional activator BenR,CDS,957
PP_3160,45.0,39.0,13.0,PP_RS16480,,RHS repeat-associated core domain-containing protein,CDS,930
PP_3161,44.0,10.0,20.0,PP_RS16485,benA,"benzoate 1,2-dioxygenase large subunit",CDS,1359
PP_3162,13.0,4.0,6.0,PP_RS16490,benB,"benzoate 1,2-dioxygenase small subunit",CDS,486
PP_3163,14.0,10.0,2.0,PP_RS16495,benC,"benzoate 1,2-dioxygenase electron transfer component BenC",CDS,1011
PP_3164,6.0,7.0,4.0,PP_RS16500,,"1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase",CDS,762
PP_3165,6.0,17.0,14.0,PP_RS16505,,aromatic acid/H+ symport family MFS transporter,CDS,1329
PP_3166,13.0,12.0,11.0,PP_RS16510,catA,"catechol 1,2-dioxygenase",CDS,915
PP_3167,4.0,7.0,6.0,PP_RS16515,,benzoate/H(+) symporter BenE family transporter,CDS,1200
PP_3168,42.0,15.0,7.0,PP_RS16520,,OprD family porin,CDS,1251
PP_0310,36.0,20.0,13.0,PP_RS01655,dgcA,dimethylglycine demethylation protein DgcA,CDS,2061
PP_3169,16.0,39.0,20.0,PP_RS16525,,metal-dependent hydrolase,CDS,1080
PP_3170,5.0,14.0,8.0,PP_RS16530,,LysR family transcriptional regulator,CDS,912
PP_3171,13.0,29.0,24.0,PP_RS16535,,LLM class flavin-dependent oxidoreductase,CDS,981
PP_3172,34.0,48.0,45.0,PP_RS16540,ltrA,group II intron reverse transcriptase/maturase,CDS,1422
PP_3173,20.0,26.0,28.0,PP_RS16545,,alkene reductase,CDS,1098
PP_3174,37.0,121.0,94.0,PP_RS16550,,aldo/keto reductase,CDS,1011
PP_3175,21.0,7.0,14.0,PP_RS16555,,FAD-dependent oxidoreductase,CDS,1521
PP_3176,9.0,18.0,15.0,PP_RS16560,,MFS transporter,CDS,1323
PP_3177,23.0,31.0,33.0,PP_RS16565,,sugar diacid recognition domain-containing protein,CDS,1098
PP_3178,14.0,19.0,18.0,PP_RS16570,,glycerate kinase,CDS,1140
PP_0311,28.0,14.0,9.0,PP_RS01660,dgcB,dimethylglycine demethylation protein DgcB,CDS,1953
PP_3179,18.0,41.0,30.0,PP_RS16575,,LysR substrate-binding domain-containing protein,CDS,900
PP_3180,21.0,12.0,8.0,PP_RS16580,,SMP-30/gluconolactonase/LRE family protein,CDS,1041
PP_3181,9.0,10.0,11.0,PP_RS16585,,site-specific integrase,CDS,981
PP_3182,33.0,37.0,11.0,PP_RS16590,,bifunctional diguanylate cyclase/phosphodiesterase,CDS,2316
PP_3183,18.0,30.0,22.0,PP_RS16595,,SCO family protein,CDS,984
PP_3184,67.0,105.0,67.0,PP_RS16600,,Ig-like domain-containing protein,CDS,3396
PP_3185,17.0,16.0,28.0,PP_RS16605,,TenA family protein,CDS,648
PP_3186,8.0,27.0,38.0,PP_RS16610,tenA,thiaminase II,CDS,666
PP_3187,30.0,37.0,19.0,PP_RS16615,codB,cytosine permease,CDS,1266
PP_3188,18.0,8.0,5.0,PP_RS16620,,PucR family transcriptional regulator,CDS,1218
PP_0312,6.0,3.0,1.0,PP_RS01665,,electron transfer flavoprotein subunit alpha/FixB family protein,CDS,1233
PP_3189,39.0,71.0,67.0,PP_RS16625,codA,cytosine deaminase,CDS,1242
PP_3190,14.0,20.0,13.0,PP_RS16630,,ornithine cyclodeaminase family protein,CDS,948
PP_3191,28.0,65.0,30.0,PP_RS16635,,threonine/serine dehydratase,CDS,990
PP_3192,33.0,32.0,31.0,PP_RS16640,,transcriptional regulator,CDS,606
PP_3193,5.0,0.0,0.0,PP_RS16645,,heme-binding protein,CDS,444
PP_3194,4.0,6.0,10.0,PP_RS16650,,amidohydrolase family protein,CDS,1344
PP_3195,36.0,21.0,16.0,PP_RS16655,,S9 family peptidase,CDS,1158
PP_3196,12.0,23.0,24.0,PP_RS16660,,LysR family transcriptional regulator,CDS,939
PP_3197,4.0,2.0,1.0,PP_RS16665,,VOC family protein,CDS,942
PP_3198,6.0,0.0,1.0,PP_RS16670,,Rieske 2Fe-2S domain-containing protein,CDS,348
PP_0313,10.0,2.0,2.0,PP_RS01670,,electron transfer flavoprotein subunit beta,CDS,771
PP_3199,15.0,11.0,0.0,PP_RS16675,,FAD-dependent oxidoreductase,CDS,1125
PP_3200,30.0,20.0,12.0,PP_RS16680,,DUF1302 domain-containing protein,CDS,1671
PP_5590,12.0,8.0,2.0,PP_RS16685,,DUF1329 domain-containing protein,CDS,1368
PP_3201,4.0,2.0,2.0,PP_RS16690,,YCF48-related protein,CDS,1062
PP_3202,14.0,28.0,8.0,PP_RS16695,,RND family transporter,CDS,2490
PP_3203,7.0,2.0,6.0,PP_RS16700,,MFS transporter,CDS,1191
PP_3204,8.0,6.0,4.0,PP_RS16705,,cupin domain-containing protein,CDS,573
PP_3205,8.0,3.0,1.0,PP_RS16710,,fumarylacetoacetate hydrolase family protein,CDS,993
PP_3206,10.0,6.0,5.0,PP_RS16715,,NAD-dependent epimerase/dehydratase family protein,CDS,987
PP_0314,23.0,32.0,10.0,PP_RS01675,,RHS repeat-associated core domain-containing protein,CDS,732
PP_3207,20.0,22.0,10.0,PP_RS16720,,cyclase family protein,CDS,783
PP_3208,10.0,6.0,4.0,PP_RS16725,,PDR/VanB family oxidoreductase,CDS,945
PP_3209,12.0,29.0,8.0,PP_RS16730,,amidohydrolase family protein,CDS,1431
PP_3210,5.0,13.0,1.0,PP_RS16735,,ABC transporter permease,CDS,729
PP_3211,15.0,15.0,6.0,PP_RS16740,,ABC transporter ATP-binding protein,CDS,849
PP_3212,14.0,20.0,10.0,PP_RS16745,,aromatic ring-hydroxylating dioxygenase subunit alpha,CDS,1026
PP_3213,10.0,22.0,16.0,PP_RS16750,,ABC transporter substrate-binding protein,CDS,1029
PP_3214,33.0,41.0,15.0,PP_RS16755,,membrane protein,CDS,807
PP_3216,13.0,13.0,17.0,PP_RS16765,,cysteine dioxygenase,CDS,609
PP_0315,31.0,30.0,25.0,PP_RS01680,gbcA,glycine-betaine demethylase subunit GbcA,CDS,1293
PP_3217,11.0,4.0,3.0,PP_RS16770,,ABC transporter substrate-binding protein,CDS,939
PP_3218,22.0,12.0,10.0,PP_RS16775,,LLM class flavin-dependent oxidoreductase,CDS,1320
PP_3219,27.0,40.0,30.0,PP_RS16780,,LLM class flavin-dependent oxidoreductase,CDS,1101
PP_3220,17.0,13.0,6.0,PP_RS16785,,ABC transporter ATP-binding protein,CDS,1620
PP_3221,5.0,3.0,3.0,PP_RS16790,,ABC transporter permease,CDS,909
PP_3222,2.0,8.0,2.0,PP_RS16795,,ABC transporter permease,CDS,951
PP_3223,39.0,27.0,10.0,PP_RS16800,,ABC transporter substrate-binding protein,CDS,1620
PP_3224,8.0,14.0,8.0,PP_RS16805,,class II aldolase/adducin family protein,CDS,795
PP_3225,10.0,23.0,12.0,PP_RS16810,,D-isomer specific 2-hydroxyacid dehydrogenase family protein,CDS,945
PP_3226,4.0,8.0,4.0,PP_RS16815,,acyl-CoA dehydrogenase family protein,CDS,1134
PP_0316,21.0,43.0,47.0,PP_RS01685,gbcB,glycine-betaine demethylase subunit GbcB,CDS,1101
PP_3227,11.0,40.0,25.0,PP_RS16820,,LysR family transcriptional regulator,CDS,891
PP_3228,8.0,19.0,0.0,PP_RS16825,,ABC transporter substrate-binding protein,CDS,966
PP_3229,9.0,17.0,3.0,PP_RS16830,,aliphatic sulfonate ABC transporter substrate-binding protein,CDS,957
PP_3230,19.0,71.0,64.0,PP_RS16835,,phosphoribosyltransferase,CDS,693
PP_3231,41.0,96.0,121.0,PP_RS16840,,erythromycin esterase family protein,CDS,1368
PP_3232,181.0,526.0,625.0,PP_RS16845,,GNAT family N-acetyltransferase,CDS,570
PP_3233,20.0,52.0,57.0,PP_RS16850,fnrB,Crp/Fnr family transcriptional regulator FnrB,CDS,732
PP_5591,49.0,156.0,186.0,PP_RS16855,,hypothetical protein,CDS,726
PP_3234,664.0,1235.0,1280.0,PP_RS16860,,Hsp20/alpha crystallin family protein,CDS,561
PP_3235,97.0,166.0,248.0,PP_RS16865,,CBS domain-containing protein,CDS,396
PP_0032,11.0,2.0,2.0,PP_RS00165,,hypothetical protein,CDS,222
PP_0317,27.0,25.0,22.0,PP_RS01690,,methyl-accepting chemotaxis protein,CDS,1626
PP_3236,24.0,126.0,141.0,PP_RS16875,,hypothetical protein,CDS,252
PP_3237,46.0,132.0,156.0,PP_RS16880,,universal stress protein,CDS,891
PP_3238,35.0,64.0,52.0,PP_RS16885,,bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase,CDS,573
PP_3239,13.0,24.0,29.0,PP_RS16890,,DNA-binding protein,CDS,987
PP_3240,25.0,56.0,52.0,PP_RS28605,,DUF6021 family protein,CDS,165
PP_5592,4.0,2.0,2.0,PP_RS16895,,hypothetical protein,CDS,252
PP_3241,10.0,33.0,20.0,PP_RS16900,,DUF4142 domain-containing protein,CDS,501
PP_3242,37.0,76.0,59.0,PP_RS16905,,sensor domain-containing diguanylate cyclase,CDS,1569
PP_3243,2.0,5.0,12.0,PP_RS16910,,GNAT family N-acetyltransferase,CDS,510
PP_3244,9.0,16.0,2.0,PP_RS16915,,MgtC/SapB family protein,CDS,714
PP_0318,61.0,139.0,107.0,PP_RS01695,,hypothetical protein,CDS,231
PP_3246,2.0,16.0,11.0,PP_RS16920,,sterol desaturase family protein,CDS,468
PP_3247,38.0,35.0,17.0,PP_RS16925,,bile acid:sodium symporter family protein,CDS,894
PP_3248,29.0,242.0,176.0,PP_RS16930,,Dyp-type peroxidase,CDS,864
PP_3249,21.0,30.0,36.0,PP_RS16935,,aldo/keto reductase,CDS,912
PP_3250,15.0,20.0,31.0,PP_RS16940,,NTP/NDP exchange transporter,CDS,1284
PP_5593,2.0,1.0,7.0,PP_RS16945,,general stress protein,CDS,183
PP_5594,4.0,1.0,5.0,PP_RS16950,,hypothetical protein,CDS,198
PP_3251,12.0,16.0,36.0,PP_RS16955,,iron-containing redox enzyme family protein,CDS,1332
PP_3252,17.0,3.0,3.0,PP_RS16960,,class I SAM-dependent methyltransferase,CDS,954
PP_3253,17.0,6.0,14.0,PP_RS16965,,carboxylate-amine ligase,CDS,1107
PP_0319,31.0,123.0,92.0,PP_RS01700,,cell division protein ZapA,CDS,303
PP_3254,18.0,46.0,20.0,PP_RS16970,,nucleosidase,CDS,588
PP_3255,25.0,66.0,40.0,PP_RS16975,,Ku protein,CDS,822
PP_3256,12.0,4.0,4.0,PP_RS16980,,glycosyltransferase family 2 protein,CDS,660
PP_3257,14.0,5.0,0.0,PP_RS16985,,bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG,CDS,600
PP_3258,4.0,22.0,7.0,PP_RS16990,,PIG-L deacetylase family protein,CDS,756
PP_3259,21.0,6.0,4.0,PP_RS16995,,acyl-CoA dehydrogenase family protein,CDS,1044
PP_3260,68.0,60.0,26.0,PP_RS17000,ligD,DNA ligase D,CDS,2502
PP_3261,11.0,6.0,5.0,PP_RS17005,,hypothetical protein,CDS,465
PP_3262,0.0,2.0,0.0,PP_RS17010,,metallothionein,CDS,225
PP_5595,4.0,14.0,7.0,PP_RS17015,,hypothetical protein,CDS,417
PP_0320,17.0,44.0,33.0,PP_RS01705,mcpH,methyl-accepting chemotaxis protein McpH,CDS,1938
PP_3263,13.0,6.0,12.0,PP_RS17020,,lysylphosphatidylglycerol synthase domain-containing protein,CDS,954
PP_3264,32.0,14.0,14.0,PP_RS17025,clsB,cardiolipin synthase ClsB,CDS,1203
PP_3265,4.0,9.0,2.0,PP_RS17030,,endonuclease/exonuclease/phosphatase family protein,CDS,774
PP_3266,26.0,12.0,11.0,PP_RS17035,,DUF72 domain-containing protein,CDS,918
PP_3267,20.0,13.0,15.0,PP_RS17040,,ATP-dependent Clp protease proteolytic subunit,CDS,552
PP_3268,5.0,14.0,9.0,PP_RS17045,,NUDIX hydrolase,CDS,399
PP_3269,3.0,2.0,1.0,PP_RS17050,,general stress protein,CDS,210
PP_5596,9.0,21.0,18.0,PP_RS17055,,DUF6555 family protein,CDS,270
PP_5597,1.0,20.0,19.0,PP_RS17060,,hypothetical protein,CDS,171
PP_3270,24.0,13.0,8.0,PP_RS17065,paaZ,phenylacetic acid degradation bifunctional protein PaaZ,CDS,2055
PP_0321,31.0,118.0,82.0,PP_RS01710,,low specificity L-threonine aldolase,CDS,1041
PP_3271,27.0,12.0,13.0,PP_RS17070,,OprD family porin,CDS,1233
PP_3272,44.0,33.0,13.0,PP_RS17075,,cation acetate symporter,CDS,1569
PP_3273,0.0,0.0,2.0,PP_RS17080,,DUF485 domain-containing protein,CDS,309
PP_3274,18.0,10.0,5.0,PP_RS17085,paaE,"1,2-phenylacetyl-CoA epoxidase subunit PaaE",CDS,1077
PP_3275,0.0,2.0,0.0,PP_RS17090,paaD,"1,2-phenylacetyl-CoA epoxidase subunit PaaD",CDS,534
PP_3276,3.0,9.0,0.0,PP_RS17095,paaC,"1,2-phenylacetyl-CoA epoxidase subunit PaaC",CDS,759
PP_3277,3.0,2.0,0.0,PP_RS17100,paaB,"1,2-phenylacetyl-CoA epoxidase subunit PaaB",CDS,282
PP_3278,21.0,7.0,10.0,PP_RS17105,paaA,"1,2-phenylacetyl-CoA epoxidase subunit PaaA",CDS,990
PP_3279,24.0,22.0,30.0,PP_RS17110,paaK,phenylacetate--CoA ligase PaaK,CDS,1320
PP_3280,5.0,11.0,20.0,PP_RS17115,pcaF,3-oxoadipyl-CoA thiolase,CDS,1221
PP_0322,25.0,25.0,31.0,PP_RS01715,,serine hydroxymethyltransferase,CDS,1254
PP_3281,2.0,4.0,7.0,PP_RS17120,paaI,hydroxyphenylacetyl-CoA thioesterase PaaI,CDS,441
PP_3282,17.0,19.0,10.0,PP_RS17125,paaH,3-hydroxyacyl-CoA dehydrogenase PaaH,CDS,1518
PP_3283,0.0,5.0,2.0,PP_RS17130,paaG,"2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase PaaG",CDS,792
PP_3284,3.0,0.0,0.0,PP_RS17135,paaF,"2,3-dehydroadipyl-CoA hydratase PaaF",CDS,774
PP_3285,2.0,5.0,2.0,PP_RS17140,paaY,phenylacetic acid degradation protein PaaY,CDS,600
PP_3286,41.0,119.0,123.0,PP_RS17145,paaX,phenylacetic acid degradation operon negative regulatory protein PaaX,CDS,924
PP_3287,79.0,162.0,138.0,PP_RS17150,fnrC,Crp/Fnr family transcriptional regulator FnrC,CDS,798
PP_3288,62.0,254.0,386.0,PP_RS17155,,universal stress protein,CDS,927
PP_3289,96.0,145.0,213.0,PP_RS17160,,GNAT family N-acetyltransferase,CDS,549
PP_3290,68.0,285.0,289.0,PP_RS17165,,universal stress protein,CDS,927
PP_0323,17.0,25.0,28.0,PP_RS01720,,sarcosine oxidase subunit beta family protein,CDS,1251
PP_3291,55.0,187.0,233.0,PP_RS17170,,MBL fold metallo-hydrolase RNA specificity domain-containing protein,CDS,1368
PP_3292,8.0,33.0,37.0,PP_RS17175,,hypothetical protein,CDS,645
PP_3293,22.0,41.0,47.0,PP_RS17180,,potassium channel family protein,CDS,426
PP_3294,31.0,71.0,106.0,PP_RS17185,,universal stress protein,CDS,891
PP_3295,7.0,21.0,11.0,PP_RS17190,,YeeE/YedE family protein,CDS,438
PP_3296,41.0,87.0,72.0,PP_RS17195,,DUF6691 family protein,CDS,435
PP_3297,37.0,25.0,18.0,PP_RS17200,,hypothetical protein,CDS,531
PP_3298,19.0,3.0,3.0,PP_RS17205,,CinA family protein,CDS,504
PP_3299,56.0,71.0,47.0,PP_RS17210,,efflux transporter outer membrane subunit,CDS,1452
PP_3300,35.0,70.0,44.0,PP_RS17215,,TetR/AcrR family transcriptional regulator,CDS,615
PP_0324,23.0,27.0,13.0,PP_RS01725,,sarcosine oxidase subunit delta,CDS,336
PP_3301,19.0,21.0,14.0,PP_RS17220,,efflux RND transporter periplasmic adaptor subunit,CDS,1104
PP_3302,92.0,74.0,41.0,PP_RS17225,,efflux RND transporter permease subunit,CDS,3093
PP_3303,31.0,10.0,7.0,PP_RS17230,fabF,beta-ketoacyl-ACP synthase II,CDS,1293
PP_3304,41.0,30.0,12.0,PP_RS17235,,multidrug effflux MFS transporter,CDS,1239
PP_3305,42.0,29.0,34.0,PP_RS17240,,TerC family protein,CDS,984
PP_3307,8.0,11.0,6.0,PP_RS17245,,hypothetical protein,CDS,381
PP_3308,4.0,4.0,2.0,PP_RS17250,,(2Fe-2S)-binding protein,CDS,528
PP_3309,22.0,6.0,8.0,PP_RS17255,,xanthine dehydrogenase family protein subunit M,CDS,1002
PP_3310,41.0,35.0,58.0,PP_RS17260,,xanthine dehydrogenase family protein molybdopterin-binding subunit,CDS,2217
PP_3311,49.0,49.0,49.0,PP_RS17265,,monovalent cation:proton antiporter-2 (CPA2) family protein,CDS,1780
PP_0325,41.0,79.0,42.0,PP_RS01730,,sarcosine oxidase subunit alpha,CDS,3015
PP_3312,29.0,123.0,93.0,PP_RS17270,,Hsp20/alpha crystallin family protein,CDS,504
PP_3313,173.0,221.0,214.0,PP_RS17275,,Hsp20/alpha crystallin family protein,CDS,372
PP_3314,22.0,71.0,51.0,PP_RS17280,,Hsp20/alpha crystallin family protein,CDS,456
PP_3315,6.0,8.0,4.0,PP_RS17285,,phosphate-starvation-inducible PsiE family protein,CDS,471
PP_3316,45.0,35.0,34.0,PP_RS17290,clpK,heat shock survival AAA family ATPase ClpK,CDS,2772
PP_3319,102.0,150.0,115.0,PP_RS17295,,bifunctional diguanylate cyclase/phosphodiesterase,CDS,2202
PP_3320,10.0,12.0,6.0,PP_RS17300,,hypothetical protein,CDS,213
PP_3321,9.0,13.0,9.0,PP_RS17305,,DUF4440 domain-containing protein,CDS,435
PP_3322,21.0,33.0,22.0,PP_RS17310,hemB,porphobilinogen synthase,CDS,993
PP_3323,17.0,7.0,4.0,PP_RS17315,,GTP-binding protein,CDS,549
PP_0326,12.0,13.0,20.0,PP_RS01735,soxG,sarcosine oxidase subunit gamma,CDS,633
PP_3324,12.0,2.0,0.0,PP_RS17320,folE2,GTP cyclohydrolase FolE2,CDS,945
PP_3325,54.0,77.0,29.0,PP_RS17325,,TonB-dependent siderophore receptor,CDS,2091
PP_3326,17.0,19.0,6.0,PP_RS17330,,DUF4198 domain-containing protein,CDS,723
PP_3328,33.0,11.0,4.0,PP_RS17340,,VOC family protein,CDS,414
PP_5599,54.0,56.0,47.0,PP_RS17345,,LysR family transcriptional regulator,CDS,873
PP_3329,51.0,51.0,48.0,PP_RS17350,,DUF2254 domain-containing protein,CDS,1284
PP_5600,6.0,4.0,7.0,PP_RS17355,,DUF2946 family protein,CDS,390
PP_3330,34.0,40.0,28.0,PP_RS17360,,TonB-dependent siderophore receptor,CDS,2154
PP_3331,18.0,9.0,7.0,PP_RS17365,,PepSY domain-containing protein,CDS,1476
PP_0033,35.0,18.0,10.0,PP_RS00170,,phospholipid carrier-dependent glycosyltransferase,CDS,1455
PP_0327,23.0,46.0,30.0,PP_RS01740,purU,formyltetrahydrofolate deformylase,CDS,858
PP_3332,3.0,12.0,14.0,PP_RS17370,,cytochrome c5 family protein,CDS,291
PP_3333,1.0,11.0,7.0,PP_RS17375,,DUF2946 family protein,CDS,381
PP_3334,4.0,4.0,1.0,PP_RS17385,,LysR family transcriptional regulator,CDS,246
PP_3335,13.0,18.0,3.0,PP_RS17390,,putative natural product biosynthesis protein,CDS,576
PP_3336,6.0,2.0,4.0,PP_RS17395,,DUF2946 family protein,CDS,390
PP_3337,5.0,17.0,9.0,PP_RS17400,,DUF2946 family protein,CDS,378
PP_3338,2.0,2.0,1.0,PP_RS17405,,cytochrome d ubiquinol oxidase subunit II,CDS,294
PP_3339,4.0,10.0,5.0,PP_RS17410,,DUF2946 family protein,CDS,408
PP_3340,50.0,30.0,18.0,PP_RS17415,,TonB-dependent receptor,CDS,2052
PP_0328,12.0,18.0,2.0,PP_RS01745,fdhA,"formaldehyde dehydrogenase, glutathione-independent",CDS,1200
PP_3341,1.0,7.0,5.0,PP_RS17420,nikR,nickel-responsive transcriptional regulator NikR,CDS,417
PP_3342,17.0,21.0,18.0,PP_RS17425,nikA,nickel ABC transporter substrate-binding protein,CDS,1575
PP_3343,14.0,7.0,4.0,PP_RS17430,nikB,nickel ABC transporter permease subunit NikB,CDS,942
PP_3344,0.0,6.0,2.0,PP_RS17435,nikC,nickel ABC transporter permease subunit NikC,CDS,846
PP_3345,4.0,7.0,11.0,PP_RS17440,nikD,nickel import ATP-binding protein NikD,CDS,771
PP_3346,5.0,4.0,5.0,PP_RS17445,nikE,nickel import ATP-binding protein NikE,CDS,822
PP_3348,18.0,44.0,46.0,PP_RS17450,,diguanylate cyclase,CDS,1059
PP_3349,12.0,11.0,2.0,PP_RS17455,mhpT,3-(3-hydroxy-phenyl)propionate transporter MhpT,CDS,1242
PP_3350,36.0,23.0,29.0,PP_RS17460,,alginate export family protein,CDS,1392
PP_3352,27.0,20.0,3.0,PP_RS17465,,arylsulfatase,CDS,1665
PP_0329,128.0,53.0,35.0,PP_RS01750,,RHS repeat-associated core domain-containing protein,CDS,924
PP_3353,6.0,2.0,0.0,PP_RS17470,,formylglycine-generating enzyme family protein,CDS,1026
PP_3354,12.0,21.0,4.0,PP_RS17475,,acyl-CoA dehydrogenase family protein,CDS,1755
PP_3355,4.0,2.0,3.0,PP_RS17480,,thiolase family protein,CDS,1242
PP_3356,15.0,14.0,12.0,PP_RS17485,,feruloyl-CoA synthase,CDS,1884
PP_3357,7.0,8.0,14.0,PP_RS17490,,aldehyde dehydrogenase,CDS,1449
PP_3358,15.0,33.0,24.0,PP_RS17495,,p-hydroxycinnamoyl CoA hydratase/lyase,CDS,831
PP_3359,17.0,63.0,42.0,PP_RS17500,,MarR family winged helix-turn-helix transcriptional regulator,CDS,471
PP_3360,25.0,14.0,24.0,PP_RS17505,,mechanosensitive ion channel family protein,CDS,1125
PP_3361,99.0,152.0,121.0,PP_RS17510,,aminotransferase class III-fold pyridoxal phosphate-dependent enzyme,CDS,3048
PP_3362,18.0,53.0,26.0,PP_RS17515,,Lrp/AsnC family transcriptional regulator,CDS,441
PP_0330,80.0,179.0,131.0,PP_RS01755,,DUF2780 domain-containing protein,CDS,576
PP_3363,19.0,25.0,14.0,PP_RS17520,,dTMP kinase,CDS,618
PP_3364,42.0,103.0,87.0,PP_RS17525,,HWE histidine kinase domain-containing protein,CDS,2544
PP_3365,57.0,107.0,136.0,PP_RS17530,,acetolactate synthase large subunit,CDS,1644
PP_3366,31.0,42.0,39.0,PP_RS17535,,LysR family transcriptional regulator,CDS,882
PP_3367,10.0,29.0,31.0,PP_RS17540,,alpha/beta hydrolase,CDS,660
PP_3368,25.0,57.0,35.0,PP_RS17545,,MFS transporter,CDS,1185
PP_3369,7.0,32.0,16.0,PP_RS17550,,LysR family transcriptional regulator,CDS,852
PP_3370,30.0,64.0,61.0,PP_RS17555,,aldo/keto reductase,CDS,996
PP_3371,9.0,22.0,12.0,PP_RS17560,,ATP-binding protein,CDS,1263
PP_3372,8.0,30.0,17.0,PP_RS17565,,response regulator transcription factor,CDS,702
PP_0331,52.0,76.0,54.0,PP_RS01760,,RHS repeat-associated core domain-containing protein,CDS,726
PP_3373,90.0,161.0,208.0,PP_RS17570,bamA,outer membrane protein assembly factor BamA,CDS,2364
PP_3374,17.0,22.0,7.0,PP_RS17575,,hypothetical protein,CDS,384
PP_3375,13.0,23.0,21.0,PP_RS17580,,endonuclease,CDS,966
PP_3376,18.0,35.0,41.0,PP_RS17585,,D-glycerate dehydrogenase,CDS,963
PP_3377,23.0,37.0,32.0,PP_RS17590,,MFS transporter,CDS,1293
PP_3378,10.0,81.0,86.0,PP_RS17595,,sugar kinase,CDS,951
PP_3379,9.0,73.0,88.0,PP_RS17600,,xylose isomerase,CDS,780
PP_3380,134.0,556.0,509.0,PP_RS17605,ptxS,transcriptional regulator PtxS,CDS,1020
PP_3381,53.0,67.0,55.0,PP_RS17610,,IS110-like element ISPpu9 family transposase,CDS,1329
PP_3382,34.0,76.0,75.0,PP_RS17615,,cytochrome c,CDS,1248
PP_0332,31.0,31.0,24.0,PP_RS01765,,acyltransferase,CDS,888
PP_3383,143.0,366.0,268.0,PP_RS17620,,GMC family oxidoreductase,CDS,1785
PP_3384,41.0,120.0,89.0,PP_RS17625,,gluconate 2-dehydrogenase subunit 3 family protein,CDS,741
PP_3385,16.0,15.0,10.0,PP_RS17630,icmH,type IVB secretion system protein IcmH/DotU,CDS,849
PP_3386,48.0,48.0,29.0,PP_RS17635,tssI,type VI secretion system Vgr family protein,CDS,2178
PP_3387,8.0,11.0,5.0,PP_RS17640,,DUF4123 domain-containing protein,CDS,879
PP_3388,102.0,48.0,47.0,PP_RS17645,,T6SS effector BTH_I2691 family protein,CDS,2673
PP_3389,51.0,44.0,14.0,PP_RS17650,,DUF6708 domain-containing protein,CDS,1158
PP_3390,24.0,12.0,12.0,PP_RS17655,,OprD family porin,CDS,1281
PP_3391,50.0,36.0,17.0,PP_RS17660,,MFS transporter,CDS,1317
PP_3392,0.0,3.0,14.0,PP_RS17665,,gamma carbonic anhydrase family protein,CDS,525
PP_0333,47.0,122.0,100.0,PP_RS01770,,ATP-dependent zinc protease,CDS,501
PP_3393,6.0,38.0,19.0,PP_RS17670,,CaiB/BaiF CoA-transferase family protein,CDS,1191
PP_3394,20.0,9.0,12.0,PP_RS17675,,hydroxymethylglutaryl-CoA lyase,CDS,930
PP_3395,8.0,32.0,33.0,PP_RS17680,,LysR family transcriptional regulator,CDS,912
PP_3396,26.0,10.0,16.0,PP_RS17685,,hypothetical protein,CDS,1329
PP_3397,32.0,33.0,18.0,PP_RS17690,,Ig-like domain-containing protein,CDS,2232
PP_3398,3.0,7.0,4.0,PP_RS17695,,curlin,CDS,474
PP_3399,34.0,59.0,51.0,PP_RS17700,,curlin,CDS,1446
PP_3400,17.0,32.0,19.0,PP_RS17705,alkB,DNA oxidative demethylase AlkB,CDS,648
PP_3401,12.0,28.0,19.0,PP_RS17710,,hypothetical protein,CDS,288
