,PPutida_1,PPutida_2,PPutida_4,locus_tag,name,description,type,length
PP_3456,2697,1515,1023,PP_RS17975,,efflux RND transporter permease subunit,CDS,3129
PP_3457,467,525,330,PP_RS17980,mobA,molybdenum cofactor guanylyltransferase MobA,CDS,576
PP_3458,1051,1321,589,PP_RS17985,,fatty acid CoA ligase family protein,CDS,1689
PP_3459,542,675,372,PP_RS17990,peaD,quinohemoprotein amine dehydrogenase subunit beta,CDS,1122
PP_3460,88,75,59,PP_RS17995,qhpC,quinohemoprotein amine dehydrogenase subunit gamma,CDS,324
PP_3461,671,932,368,PP_RS18000,peaB,quinohemoprotein amine dehydrogenase maturation protein,CDS,1431
PP_5602,289,281,193,PP_RS18005,peaA,quinohemoprotein amine dehydrogenase subunit alpha,CDS,1566
PP_3463,326,291,167,PP_RS18010,,aldehyde dehydrogenase,CDS,1494
PP_3464,242,248,113,PP_RS18015,,hypothetical protein,CDS,1314
PP_0340,7529,7307,3716,PP_RS01805,glnE,bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase,CDS,2934
PP_5603,228,284,98,PP_RS18020,,NAD(P)/FAD-dependent oxidoreductase,CDS,1293
PP_5604,124,123,51,PP_RS18025,,S8 family serine peptidase,CDS,678
PP_3466,651,582,395,PP_RS18030,,ABC transporter ATP-binding protein,CDS,1734
PP_3467,1070,1132,656,PP_RS18035,,sigma-54-dependent Fis family transcriptional regulator,CDS,1911
PP_3468,46,63,9,PP_RS18040,,hypothetical protein,CDS,231
PP_3470,84,128,67,PP_RS18050,,IS5/IS1182 family transposase,CDS,378
PP_3472,58,76,48,PP_RS18060,,CsgG/HfaB family protein,CDS,849
PP_0341,10443,11341,5217,PP_RS01810,waaF,lipopolysaccharide heptosyltransferase II,CDS,1050
PP_3473,63,52,15,PP_RS18065,,curli assembly protein CsgF,CDS,414
PP_3474,44,66,11,PP_RS18070,csgE,curli production assembly/transport protein CsgE,CDS,402
PP_3475,68,91,28,PP_RS18075,,type II secretion system protein,CDS,528
PP_3476,24,28,6,PP_RS18080,,type II secretion system protein,CDS,375
PP_3477,55,36,21,PP_RS18085,,type II secretion system protein,CDS,480
PP_3478,225,215,107,PP_RS18090,,secretin N-terminal domain-containing protein,CDS,1866
PP_5605,1683,1595,583,PP_RS18095,,hypothetical protein,CDS,507
PP_3480,31,47,27,PP_RS18100,pilO,type 4a pilus biogenesis protein PilO,CDS,564
PP_3481,30,26,16,PP_RS18105,,pilus protein,CDS,543
PP_3482,63,113,39,PP_RS18110,,hypothetical protein,CDS,780
PP_0342,5820,5910,2778,PP_RS01815,waaC,lipopolysaccharide heptosyltransferase I,CDS,1059
PP_3483,340,398,130,PP_RS18115,,GspE/PulE family protein,CDS,1674
PP_3484,2244,2761,1022,PP_RS18120,,response regulator,CDS,534
PP_3485,1288,1197,676,PP_RS18125,,SurA N-terminal domain-containing protein,CDS,642
PP_3486,167,126,85,PP_RS18130,,ABC transporter substrate-binding protein,CDS,1491
PP_3487,130,140,68,PP_RS18135,,SCO family protein,CDS,666
PP_3488,106,123,93,PP_RS18140,,SCO family protein,CDS,657
PP_5606,466,485,252,PP_RS18145,,cytochrome D1 domain-containing protein,CDS,1977
PP_3490,1048,1167,808,PP_RS18150,mnxG,manganese-oxidizing multicopper oxidase MnxG,CDS,5844
PP_3491,3059,4125,1669,PP_RS18155,,enoyl-CoA hydratase/isomerase family protein,CDS,1074
PP_3492,2541,2515,1250,PP_RS18160,,acyl-CoA dehydrogenase family protein,CDS,1152
PP_0343,3014,2604,1508,PP_RS01820,,glycosyltransferase family 4 protein,CDS,1125
PP_3493,4576,6073,1802,PP_RS18165,,LysR family transcriptional regulator,CDS,933
PP_3494,1586,1571,557,PP_RS18170,,DUF2790 domain-containing protein,CDS,261
PP_3495,3243,3734,1609,PP_RS18175,,tRNA (adenine(22)-N(1))-methyltransferase TrmK,CDS,693
PP_3496,1667,1567,772,PP_RS18180,,RidA family protein,CDS,381
PP_3497,13618,11630,6974,PP_RS18185,,U32 family peptidase,CDS,2001
PP_3498,2879,3282,1206,PP_RS18190,,IS110-like element ISPpu11 family transposase,CDS,1059
PP_3499,90,103,30,PP_RS18195,,transposase,CDS,321
PP_3500,93,115,48,PP_RS28620,tnpB,IS66 family insertion sequence element accessory protein TnpB,CDS,336
PP_3501,2861,3472,1404,PP_RS18205,,IS66 family transposase,CDS,1536
PP_3502,1763,2393,882,PP_RS18210,,IS110-like element ISPpu10 family transposase,CDS,966
PP_0344,1542,1389,704,PP_RS01825,rfaP,lipopolysaccharide core heptose(I) kinase RfaP,CDS,807
PP_3503,534,703,371,PP_RS18215,,sigma-54 dependent transcriptional regulator,CDS,1326
PP_3504,19580,15850,14492,PP_RS18220,,hypothetical protein,CDS,267
PP_3505,1109,824,564,PP_RS18225,,VWA domain-containing protein,CDS,591
PP_3506,2366,2803,1447,PP_RS18230,,ATP-binding protein,CDS,1014
PP_3507,8102,6440,4170,PP_RS18235,cobN,cobaltochelatase subunit CobN,CDS,3762
PP_3508,15726,21503,6678,PP_RS18240,cobW,cobalamin biosynthesis protein CobW,CDS,1068
PP_3509,2912,3366,1296,PP_RS18245,,glyoxalase superfamily protein,CDS,378
PP_3510,490,478,299,PP_RS18250,,hypothetical protein,CDS,360
PP_3511,18940,19437,7980,PP_RS18255,,branched-chain amino acid aminotransferase,CDS,1020
PP_3512,189,172,116,PP_RS18260,,multidrug/biocide efflux PACE transporter,CDS,429
PP_0345,1422,1217,793,PP_RS01830,,lipopolysaccharide kinase InaA family protein,CDS,735
PP_3513,451,486,201,PP_RS18265,,LysR family transcriptional regulator,CDS,855
PP_3514,293,380,251,PP_RS18270,,hydantoinase B/oxoprolinase family protein,CDS,1746
PP_3515,435,429,321,PP_RS18275,,hydantoinase/oxoprolinase family protein,CDS,2085
PP_3516,369,448,207,PP_RS18280,,helix-turn-helix domain-containing protein,CDS,957
PP_3517,298,255,188,PP_RS18285,,DUF2950 domain-containing protein,CDS,894
PP_3518,1028,1113,478,PP_RS18290,,DUF3300 domain-containing protein,CDS,1446
PP_3519,132,109,92,PP_RS18295,,lipoprotein,CDS,252
PP_3520,5806,6607,2969,PP_RS18300,,TorF family putative porin,CDS,720
PP_3521,665,670,359,PP_RS18305,,DMT family transporter,CDS,873
PP_3522,144,160,85,PP_RS18310,,RidA family protein,CDS,423
PP_0346,1621,1537,1341,PP_RS01835,,lipopolysaccharide kinase InaA family protein,CDS,753
PP_3523,274,286,123,PP_RS18315,,hypothetical protein,CDS,327
PP_3525,1045,1175,496,PP_RS18325,,hypothetical protein,CDS,471
PP_3526,2542,2954,902,PP_RS18330,,GlxA family transcriptional regulator,CDS,1008
PP_3527,4206,5009,2634,PP_RS18335,,TetR/AcrR family transcriptional regulator,CDS,684
PP_3528,350,311,174,PP_RS18340,,aliphatic sulfonate ABC transporter substrate-binding protein,CDS,981
PP_3529,559,480,261,PP_RS18345,,LLM class flavin-dependent oxidoreductase,CDS,1365
PP_3530,3441,3477,1469,PP_RS18350,,bifunctional allantoicase/(S)-ureidoglycine aminohydrolase,CDS,837
PP_3531,483,476,386,PP_RS18355,,START domain-containing protein,CDS,600
PP_3532,711,802,352,PP_RS18360,,Lrp/AsnC family transcriptional regulator,CDS,423
PP_0035,54,108,20,PP_RS00180,,GtrA family protein,CDS,420
PP_0347,1839,1477,986,PP_RS01840,,lipopolysaccharide kinase InaA family protein,CDS,1443
PP_3533,1616,2156,859,PP_RS18365,,ornithine cyclodeaminase,CDS,1053
PP_3534,2717,3302,1645,PP_RS18370,,LysR substrate-binding domain-containing protein,CDS,882
PP_3535,2460,2824,1320,PP_RS18375,ggt,gamma-glutamyltransferase,CDS,1791
PP_3536,1184,1637,542,PP_RS18380,,hypothetical protein,CDS,1041
PP_3537,512,490,236,PP_RS18385,pobA,4-hydroxybenzoate 3-monooxygenase,CDS,1188
PP_3538,720,922,389,PP_RS18390,,helix-turn-helix domain-containing protein,CDS,879
PP_3539,1681,2415,823,PP_RS18395,,MerR family DNA-binding transcriptional regulator,CDS,399
PP_3540,1937,1842,973,PP_RS18400,,hydroxymethylglutaryl-CoA lyase,CDS,900
PP_3541,551,648,258,PP_RS18405,,MgtC/SapB family protein,CDS,519
PP_3542,60,60,39,PP_RS18410,,DUF3203 family protein,CDS,240
PP_0348,1174,1350,649,PP_RS01845,,dermonecrotic toxin domain-containing protein,CDS,2787
PP_3543,1389,1247,734,PP_RS18415,ccoG,cytochrome c oxidase accessory protein CcoG,CDS,1404
PP_3544,1844,2477,948,PP_RS18420,mapR,GntR family transcriptional regulator MpaR,CDS,1410
PP_3545,2347,2702,1027,PP_RS18425,,PAS domain-containing sensor histidine kinase,CDS,1662
PP_3546,4927,5389,2390,PP_RS18430,,PAS domain-containing protein,CDS,2067
PP_3547,5933,7540,2864,PP_RS18435,,SDR family oxidoreductase,CDS,747
PP_3548,1198,1474,851,PP_RS18440,,DHA2 family efflux MFS transporter permease subunit,CDS,1536
PP_3549,1509,1820,978,PP_RS18445,,HlyD family secretion protein,CDS,1194
PP_3550,693,890,456,PP_RS18450,,MarR family winged helix-turn-helix transcriptional regulator,CDS,474
PP_3551,861,820,581,PP_RS18455,,response regulator transcription factor,CDS,633
PP_3552,992,1094,512,PP_RS18460,,sensor histidine kinase,CDS,1407
PP_5443,15,35,4,PP_RS01850,,hypothetical protein,CDS,186
PP_3553,1376,1634,670,PP_RS18465,,acyl-CoA synthetase,CDS,1623
PP_3554,1117,1277,659,PP_RS18470,,acyl-CoA dehydrogenase C-terminal domain-containing protein,CDS,1770
PP_3555,2564,2485,1317,PP_RS18475,,FecR family protein,CDS,1008
PP_3556,2189,1647,935,PP_RS18480,,Na+/H+ antiporter family protein,CDS,1320
PP_3557,1495,1427,1081,PP_RS18485,,methyl-accepting chemotaxis protein,CDS,2145
PP_3558,1367,1253,858,PP_RS18490,,ABC transporter substrate-binding protein,CDS,1017
PP_3559,906,602,468,PP_RS18495,,proline/glycine betaine ABC transporter permease,CDS,849
PP_3560,780,791,387,PP_RS18500,,LysR family transcriptional regulator,CDS,864
PP_3561,221,254,158,PP_RS18505,,AEC family transporter,CDS,918
PP_3562,1349,1837,316,PP_RS18510,,cell wall hydrolase,CDS,612
PP_0349,298,325,129,PP_RS01855,,PepSY domain-containing protein,CDS,1113
PP_3563,4161,5957,1864,PP_RS18515,,CAP domain-containing protein,CDS,852
PP_3564,3099,3518,1647,PP_RS18520,,GlxA family transcriptional regulator,CDS,978
PP_3565,201,150,113,PP_RS18525,,LysE family translocator,CDS,612
PP_3566,1082,1223,596,PP_RS18530,,MFS transporter,CDS,1200
PP_3567,1946,2132,1239,PP_RS18535,,LysR family transcriptional regulator,CDS,906
PP_3568,82,64,21,PP_RS18540,,cupin domain-containing protein,CDS,351
PP_3569,2026,2324,1277,PP_RS18545,,glucose/quinate/shikimate family membrane-bound PQQ-dependent dehydrogenase,CDS,2418
PP_3570,1012,973,577,PP_RS18550,,carbohydrate porin,CDS,1269
PP_3571,263,243,111,PP_RS18555,argE,acetylornithine deacetylase,CDS,1161
PP_3572,165,144,93,PP_RS18560,,DUF1028 domain-containing protein,CDS,678
PP_0350,442,441,293,PP_RS01860,,TonB-dependent siderophore receptor,CDS,2433
PP_3573,277,233,136,PP_RS18565,,NAD(P)/FAD-dependent oxidoreductase,CDS,1320
PP_3574,161,163,75,PP_RS18570,,RidA family protein,CDS,417
PP_3575,1166,1365,436,PP_RS18575,,TonB-dependent receptor,CDS,2406
PP_3576,323,359,197,PP_RS18580,,FecR domain-containing protein,CDS,945
PP_3577,626,457,306,PP_RS18585,,sigma-70 family RNA polymerase sigma factor,CDS,513
PP_3578,11572,11719,4651,PP_RS18590,pgm,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",CDS,1638
PP_3579,362,400,334,PP_RS18595,,DUF1345 domain-containing protein,CDS,648
PP_3580,3177,3366,1507,PP_RS18600,,DUF1652 domain-containing protein,CDS,261
PP_3581,4083,6297,2431,PP_RS18605,,bifunctional diguanylate cyclase/phosphodiesterase,CDS,2088
PP_3582,1055,997,624,PP_RS18610,,efflux transporter outer membrane subunit,CDS,1491
PP_0351,211,202,140,PP_RS01865,,FecR domain-containing protein,CDS,957
PP_3583,1223,1046,707,PP_RS18615,,efflux RND transporter permease subunit,CDS,3108
PP_3584,2628,2064,1286,PP_RS18620,,MdtB/MuxB family multidrug efflux RND transporter permease subunit,CDS,3099
PP_3585,2217,2687,879,PP_RS18625,,MdtA/MuxA family multidrug efflux RND transporter periplasmic adaptor subunit,CDS,1308
PP_3586,1339,1544,528,PP_RS18630,,IS110-like element ISPpu9 family transposase,CDS,1329
PP_3587,4525,4341,1893,PP_RS18635,tpx,thiol peroxidase,CDS,501
PP_3588,579,787,333,PP_RS18640,,Bcr/CflA family efflux MFS transporter,CDS,1188
PP_3589,4134,4024,2016,PP_RS18645,,serine/threonine transporter,CDS,1281
PP_3590,11359,13413,5209,PP_RS18650,,aromatic amino acid transaminase,CDS,1197
PP_3591,1186,1524,502,PP_RS18655,,Ldh family oxidoreductase,CDS,1026
PP_3592,1421,1643,797,PP_RS18660,,MurR/RpiR family transcriptional regulator,CDS,873
PP_0352,499,383,299,PP_RS01870,,RNA polymerase sigma factor,CDS,519
PP_3593,726,790,356,PP_RS18665,,transporter substrate-binding domain-containing protein,CDS,753
PP_3594,314,304,167,PP_RS18670,,ABC transporter permease,CDS,720
PP_3595,439,563,289,PP_RS18675,,ABC transporter permease,CDS,711
PP_3596,532,428,262,PP_RS18680,,FAD-binding oxidoreductase,CDS,1245
PP_3597,283,233,157,PP_RS18685,,amino acid ABC transporter ATP-binding protein,CDS,783
PP_3598,5278,5731,2493,PP_RS18690,,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein,CDS,810
PP_3599,269,298,182,PP_RS18695,kdgD,5-dehydro-4-deoxyglucarate dehydratase,CDS,912
PP_3600,218,234,148,PP_RS18700,,MFS transporter,CDS,1365
PP_3601,444,525,316,PP_RS18705,garD,galactarate dehydratase,CDS,1554
PP_3602,1298,1299,731,PP_RS18710,,aldehyde dehydrogenase (NADP(+)),CDS,1581
PP_0353,2026,1903,1007,PP_RS01875,,PolC-type DNA polymerase III,CDS,711
PP_3603,5194,5253,3373,PP_RS18715,,FadR/GntR family transcriptional regulator,CDS,750
PP_5607,1320,1498,617,PP_RS18720,,DUF998 domain-containing protein,CDS,651
PP_5608,1090,804,474,PP_RS18725,,hypothetical protein,CDS,330
PP_3605,1300,1908,680,PP_RS18730,,LysR family transcriptional regulator,CDS,921
PP_3606,785,814,463,PP_RS18735,,quinone oxidoreductase,CDS,975
PP_3607,651,612,442,PP_RS18740,,YeeE/YedE family protein,CDS,1215
PP_3608,695,874,447,PP_RS18745,,LysR family transcriptional regulator,CDS,909
PP_3609,239,167,109,PP_RS18750,,DMT family transporter,CDS,519
PP_3610,1807,2019,1168,PP_RS18755,,hypothetical protein,CDS,765
PP_3611,2192,3022,1302,PP_RS18760,,hypothetical protein,CDS,582
PP_0354,12017,16781,4785,PP_RS01880,,putative nucleotidyltransferase substrate binding domain-containing protein,CDS,1938
PP_3612,667,712,667,PP_RS18765,,TonB-dependent siderophore receptor,CDS,2133
PP_3613,1062,1400,443,PP_RS18770,,sorbosone dehydrogenase family protein,CDS,1293
PP_3614,185,198,116,PP_RS18775,,DUF2231 domain-containing protein,CDS,429
PP_3615,228,271,125,PP_RS18780,,hypothetical protein,CDS,285
PP_3616,1023,1318,628,PP_RS18785,,T6SS effector BTH_I2691 family protein,CDS,2991
PP_3617,406,464,206,PP_RS18790,,DUF6708 domain-containing protein,CDS,897
PP_3618,293,276,177,PP_RS18795,,DUF6708 domain-containing protein,CDS,894
PP_3619,165,183,80,PP_RS18800,,DUF6708 domain-containing protein,CDS,879
PP_3620,15529,15793,7008,PP_RS18805,,OsmC domain/YcaO domain-containing protein,CDS,2187
PP_3621,672,652,377,PP_RS18810,,(2Fe-2S)-binding protein,CDS,456
PP_0355,1018,1174,566,PP_RS01885,,response regulator,CDS,546
PP_3622,2915,3141,2091,PP_RS18815,,molybdopterin cofactor-binding domain-containing protein,CDS,2256
PP_3623,942,849,624,PP_RS18820,,cytochrome c,CDS,1344
PP_3624,1333,1562,648,PP_RS18825,,ABC transporter substrate-binding protein,CDS,789
PP_3625,5429,6603,2813,PP_RS18830,,LysE family translocator,CDS,642
PP_3626,1690,1565,625,PP_RS18835,,DUF1289 domain-containing protein,CDS,201
PP_3627,5111,4563,3356,PP_RS18840,,hypothetical protein,CDS,318
PP_3628,719,1108,574,PP_RS18845,,BCCT family transporter,CDS,1746
PP_3629,551,557,183,PP_RS18850,,VOC family protein,CDS,480
PP_3630,738,1044,489,PP_RS18855,,OprD family porin,CDS,1344
PP_3631,2603,2787,1050,PP_RS18860,,TIGR04211 family SH3 domain-containing protein,CDS,651
PP_0036,264,329,122,PP_RS00185,,LysR family transcriptional regulator,CDS,969
PP_0356,11582,11617,6315,PP_RS01890,,malate synthase G,CDS,2178
PP_3632,1064,1238,699,PP_RS18865,,LysR family transcriptional regulator,CDS,879
PP_3633,381,424,233,PP_RS18870,argC,N-acetyl-gamma-glutamyl-phosphate reductase,CDS,942
PP_3634,3431,3228,1599,PP_RS18875,,GNAT family N-acetyltransferase,CDS,687
PP_3635,974,642,589,PP_RS18880,,ABC transporter permease,CDS,756
PP_3636,4545,6139,2398,PP_RS18885,,ABC transporter substrate-binding protein,CDS,1206
PP_3637,2449,2175,1276,PP_RS18890,,ABC transporter ATP-binding protein,CDS,822
PP_3638,6511,6276,3985,PP_RS18895,,acyl-CoA dehydrogenase family protein,CDS,1065
PP_3639,3467,2596,1640,PP_RS18900,,carboxymuconolactone decarboxylase family protein,CDS,561
PP_3640,2435,2792,1076,PP_RS18905,,AraC family transcriptional regulator,CDS,921
PP_3641,400,482,228,PP_RS18910,,cytosine permease,CDS,1404
PP_0357,1168,1664,727,PP_RS01895,,glycine cleavage system protein R,CDS,519
PP_3643,415,553,219,PP_RS18915,,flavin reductase family protein,CDS,486
PP_3644,750,623,460,PP_RS18920,,LLM class flavin-dependent oxidoreductase,CDS,1041
PP_5609,331,340,172,PP_RS18925,,amino acid synthesis family protein,CDS,597
PP_3645,387,416,323,PP_RS18930,,alpha/beta fold hydrolase,CDS,834
PP_3646,1070,1083,601,PP_RS18935,,aldehyde dehydrogenase,CDS,1482
PP_3647,392,287,180,PP_RS18940,,flavin reductase family protein,CDS,486
PP_3648,4011,3402,1551,PP_RS18945,,carboxymuconolactone decarboxylase family protein,CDS,390
PP_3649,14333,15124,6370,PP_RS18950,,GntR family transcriptional regulator,CDS,753
PP_3650,2372,2692,1075,PP_RS18955,,NUDIX hydrolase,CDS,564
PP_3651,5163,5411,2805,PP_RS18960,,ATP-binding protein,CDS,2184
PP_0358,1969,2067,1158,PP_RS01900,rarD,EamA family transporter RarD,CDS,888
PP_3652,2260,2540,1328,PP_RS18965,,LysE family translocator,CDS,633
PP_3653,97,108,60,PP_RS18970,,LysE family translocator,CDS,615
PP_3654,241,297,159,PP_RS18975,,Lrp/AsnC family transcriptional regulator,CDS,453
PP_3655,320,369,261,PP_RS18980,,cytosine permease,CDS,1413
PP_3656,1976,2707,1371,PP_RS18985,,OprD family porin,CDS,1320
PP_3657,510,657,381,PP_RS18990,,nitroreductase,CDS,729
PP_3658,757,946,914,PP_RS18995,,aromatic acid/H+ symport family MFS transporter,CDS,1353
PP_3659,6957,7985,3874,PP_RS19000,,AraC family transcriptional regulator,CDS,1026
PP_3660,1744,1828,830,PP_RS19005,,LysR family transcriptional regulator,CDS,888
PP_3661,1100,1573,545,PP_RS19010,,YeiH family protein,CDS,1062
PP_0359,1655,1517,865,PP_RS01905,,serine/threonine protein kinase,CDS,975
PP_3662,12402,13624,6124,PP_RS19015,ppnN,nucleotide 5'-monophosphate nucleosidase PpnN,CDS,1374
PP_3663,7328,6849,3398,PP_RS19020,,GGDEF domain-containing protein,CDS,1146
PP_3664,5122,5871,2452,PP_RS19025,pssA,CDP-diacylglycerol--serine O-phosphatidyltransferase,CDS,1329
PP_3665,2025,2377,828,PP_RS19030,,GlxA family transcriptional regulator,CDS,1008
PP_3666,198,225,145,PP_RS19035,,MFS transporter,CDS,1335
PP_3667,654,817,362,PP_RS19040,,M24 family metallopeptidase,CDS,1212
PP_3668,19222,26126,13283,PP_RS19045,katG,catalase/peroxidase HPI,CDS,2256
PP_3669,3574,3992,2086,PP_RS19050,,LysR family transcriptional regulator,CDS,906
PP_3670,1591,1439,692,PP_RS19055,,DMT family transporter,CDS,879
PP_3671,611,486,218,PP_RS19060,,aldo/keto reductase,CDS,825
PP_0360,441,397,237,PP_RS01910,,TOBE domain-containing protein,CDS,765
PP_3672,825,1139,347,PP_RS19065,,EAL domain-containing protein,CDS,597
PP_3676,3063,4367,1615,PP_RS19080,,hypothetical protein,CDS,2112
PP_3677,4757,6169,2462,PP_RS19085,,hypothetical protein,CDS,2187
PP_5610,969,1461,467,PP_RS19090,,hypothetical protein,CDS,549
PP_3678,1470,1865,747,PP_RS19095,,site-specific integrase,CDS,1464
PP_3679,34,46,21,PP_RS19100,,hypothetical protein,CDS,324
PP_3680,14714,18016,6378,PP_RS19105,,ATP-dependent endonuclease,CDS,1932
PP_3681,3172,3232,1533,PP_RS19110,,UvrD-helicase domain-containing protein,CDS,1659
PP_0361,229,327,104,PP_RS01915,,ComF family protein,CDS,732
PP_3682,1763,1794,511,PP_RS19115,,hypothetical protein,CDS,153
PP_3683,965,986,457,PP_RS19120,,hypothetical protein,CDS,1185
PP_3684,512,610,186,PP_RS19125,,hypothetical protein,CDS,267
PP_5611,3819,5771,1329,PP_RS19130,,WYL domain-containing protein,CDS,819
PP_3685,290,463,115,PP_RS19135,,hypothetical protein,CDS,183
PP_5612,3202,4391,1130,PP_RS19140,,hypothetical protein,CDS,612
PP_5613,1360,3858,884,PP_RS19145,,hypothetical protein,CDS,570
PP_3687,882,1150,441,PP_RS19150,,transposase,CDS,348
PP_5614,753,735,365,PP_RS19155,,hypothetical protein,CDS,456
PP_5615,983,1448,402,PP_RS19160,,hypothetical protein,CDS,312
PP_0362,19348,19367,10471,PP_RS01920,bioB,biotin synthase BioB,CDS,1059
PP_5616,950,1232,366,PP_RS19165,,hypothetical protein,CDS,405
PP_5617,670,692,490,PP_RS19170,,hypothetical protein,CDS,219
PP_3688,350,495,183,PP_RS19175,,hypothetical protein,CDS,555
PP_5618,3420,3705,2208,PP_RS19180,,helix-turn-helix domain-containing protein,CDS,471
PP_5619,657,666,329,PP_RS19185,,hypothetical protein,CDS,243
PP_5620,4186,5104,1618,PP_RS19190,,hypothetical protein,CDS,534
PP_3689,9838,12488,4294,PP_RS19195,,serine/threonine protein phosphatase,CDS,1008
PP_3690,3599,4949,2016,PP_RS19205,,hypothetical protein,CDS,1323
PP_3691,39561,46317,20613,PP_RS19210,,DUF3320 domain-containing protein,CDS,6624
PP_0363,6001,4831,3303,PP_RS01925,bioF,8-amino-7-oxononanoate synthase,CDS,1173
PP_3692,9978,12335,4516,PP_RS19215,,hypothetical protein,CDS,2595
PP_3693,13143,16352,6638,PP_RS19220,,"histone-like nucleoid-structuring protein, MvaT/MvaU family",CDS,366
PP_3694,7089,8712,2721,PP_RS19225,,restriction endonuclease,CDS,879
PP_3695,1232,1430,679,PP_RS19230,,Wadjet anti-phage system protein JetD domain-containing protein,CDS,1152
PP_3696,2542,3606,1396,PP_RS28625,,SbcC/MukB-like Walker B domain-containing protein,CDS,1221
PP_3697,3746,4926,2019,PP_RS28630,,ATP-binding protein,CDS,2085
PP_5622,1169,1240,517,PP_RS19240,,DUF4194 domain-containing protein,CDS,771
PP_3698,906,1001,503,PP_RS19245,,DUF3375 domain-containing protein,CDS,1500
PP_3699,11037,12515,5624,PP_RS19250,,toxin-antitoxin system YwqK family antitoxin,CDS,1476
PP_3700,4578,6326,1897,PP_RS19255,,AAA family ATPase,CDS,1221
PP_0364,1811,1448,1057,PP_RS01930,,alpha/beta fold hydrolase,CDS,732
PP_3703,10244,12080,4386,PP_RS19265,,hypothetical protein,CDS,795
PP_3704,3523,3708,2037,PP_RS19270,,hypothetical protein,CDS,201
PP_3705,4418,5644,1782,PP_RS19275,,GAF domain-containing protein,CDS,1173
PP_5623,3478,2963,1503,PP_RS19280,,hypothetical protein,CDS,681
PP_3706,13933,17962,5714,PP_RS19285,,hypothetical protein,CDS,960
PP_5624,10219,15418,5919,PP_RS19290,,hypothetical protein,CDS,399
PP_3707,13768,16651,6219,PP_RS19295,,DUF6602 domain-containing protein,CDS,1329
PP_3708,3485,3842,1560,PP_RS19300,,hypothetical protein,CDS,1038
PP_3709,1890,2123,906,PP_RS19305,,hypothetical protein,CDS,360
PP_0365,1394,1137,742,PP_RS01935,bioC,malonyl-ACP O-methyltransferase BioC,CDS,819
PP_5625,546,638,224,PP_RS19310,,hypothetical protein,CDS,291
PP_3710,785,935,475,PP_RS19315,,DUF6957 family protein,CDS,462
PP_5626,771,944,458,PP_RS19320,,helix-turn-helix domain-containing protein,CDS,462
PP_3711,4855,5297,2347,PP_RS19325,,diguanylate cyclase,CDS,1506
PP_3712,1040,901,446,PP_RS19330,,GNAT family N-acetyltransferase,CDS,495
PP_3713,270,305,159,PP_RS19335,catA,"catechol 1,2-dioxygenase",CDS,936
PP_3714,153,136,55,PP_RS19340,catC,muconolactone Delta-isomerase,CDS,291
PP_3715,244,267,165,PP_RS19345,,muconate cycloisomerase family protein,CDS,1122
PP_3716,814,963,403,PP_RS19350,catR,HTH-type transcriptional regulator CatR,CDS,873
PP_3717,1826,2440,1108,PP_RS19355,,helix-turn-helix transcriptional regulator,CDS,843
PP_0037,336,301,149,PP_RS00190,,OprO/OprP family phosphate-selective porin,CDS,1308
PP_0366,2598,2504,1969,PP_RS01940,bioD,dethiobiotin synthase,CDS,681
PP_3718,413,462,191,PP_RS19360,,aminotransferase,CDS,1413
PP_3719,529,634,293,PP_RS19365,,polyamine ABC transporter substrate-binding protein,CDS,1104
PP_3720,9077,10303,4129,PP_RS19370,,NAD(P)H-dependent oxidoreductase,CDS,702
PP_3721,5640,6813,2802,PP_RS19375,,pyridoxal phosphate-dependent aminotransferase,CDS,1191
PP_3722,3254,3427,1558,PP_RS19380,alr,alanine racemase,CDS,1230
PP_3723,1430,1710,585,PP_RS19385,,5-guanidino-2-oxopentanoate decarboxylase,CDS,1608
PP_3724,369,401,196,PP_RS19390,,acetate--CoA ligase family protein,CDS,2118
PP_3725,95,191,67,PP_RS19395,,acyl-CoA dehydrogenase family protein,CDS,1161
PP_3726,83,110,31,PP_RS19400,,enoyl-CoA hydratase/isomerase family protein,CDS,795
PP_3727,110,111,57,PP_RS19405,,amino acid permease,CDS,1407
PP_0367,17070,18025,8306,PP_RS01945,,hypothetical protein,CDS,297
PP_3728,544,472,234,PP_RS19410,,hybrid sensor histidine kinase/response regulator,CDS,2253
PP_3729,149,144,95,PP_RS19415,,ABC transporter substrate-binding protein,CDS,783
PP_3730,794,855,444,PP_RS19420,,response regulator,CDS,717
PP_3731,680,647,431,PP_RS19425,,TetR family transcriptional regulator C-terminal domain-containing protein,CDS,645
PP_3732,427,445,182,PP_RS19430,,enoyl-CoA hydratase-related protein,CDS,747
PP_3733,223,293,151,PP_RS19435,,lipocalin-like domain-containing protein,CDS,1059
PP_3734,624,659,402,PP_RS19440,,ABC transporter permease,CDS,2460
PP_3735,164,284,128,PP_RS19445,,ABC transporter ATP-binding protein,CDS,666
PP_3736,270,314,180,PP_RS19450,,aromatic ring-hydroxylating dioxygenase subunit alpha,CDS,1068
PP_3737,1877,2536,694,PP_RS19455,,PDR/VanB family oxidoreductase,CDS,951
