,PPutida_1,PPutida_2,PPutida_4,PPutida_1_rna,PPutida_2_rna,PPutida_4_rna,PPutida_1_te,PPutida_2_te,PPutida_4_te,predicted,locus_tag,name,description,type,length,subsystem
PP_3470,84.0,128.0,67.0,10.0,3.0,0.0,8.4,42.666666666666664,inf,,PP_RS18050,,IS5/IS1182 family transposase,CDS,378.0,
PP_3472,58.0,76.0,48.0,14.0,5.0,4.0,4.142857142857143,15.2,12.0,,PP_RS18060,,CsgG/HfaB family protein,CDS,849.0,
PP_0341,10443.0,11341.0,5217.0,16.0,45.0,45.0,652.6875,252.0222222222222,115.93333333333334,14.128324297527156,PP_RS01810,waaF,lipopolysaccharide heptosyltransferase II,CDS,1050.0,Metabolic:S_Cell_Envelope_Biosynthesis__Lipid_A_Biosynthesis
PP_3473,63.0,52.0,15.0,10.0,5.0,0.0,6.3,10.4,inf,,PP_RS18065,,curli assembly protein CsgF,CDS,414.0,
PP_3474,44.0,66.0,11.0,3.0,0.0,2.0,14.666666666666666,inf,5.5,,PP_RS18070,csgE,curli production assembly/transport protein CsgE,CDS,402.0,
PP_3475,68.0,91.0,28.0,1.0,8.0,1.0,68.0,11.375,28.0,,PP_RS18075,,type II secretion system protein,CDS,528.0,
PP_3476,24.0,28.0,6.0,5.0,4.0,1.0,4.8,7.0,6.0,,PP_RS18080,,type II secretion system protein,CDS,375.0,
PP_3477,55.0,36.0,21.0,4.0,0.0,1.0,13.75,inf,21.0,,PP_RS18085,,type II secretion system protein,CDS,480.0,
PP_3478,225.0,215.0,107.0,29.0,19.0,2.0,7.758620689655173,11.31578947368421,53.5,,PP_RS18090,,secretin N-terminal domain-containing protein,CDS,1866.0,
PP_5605,1683.0,1595.0,583.0,6.0,6.0,0.0,280.5,265.8333333333333,inf,,PP_RS18095,,hypothetical protein,CDS,507.0,
PP_3480,31.0,47.0,27.0,2.0,2.0,6.0,15.5,23.5,4.5,,PP_RS18100,pilO,type 4a pilus biogenesis protein PilO,CDS,564.0,
PP_3481,30.0,26.0,16.0,0.0,4.0,0.0,inf,6.5,inf,,PP_RS18105,,pilus protein,CDS,543.0,
PP_3482,63.0,113.0,39.0,5.0,2.0,0.0,12.6,56.5,inf,,PP_RS18110,,hypothetical protein,CDS,780.0,
PP_0342,5820.0,5910.0,2778.0,17.0,72.0,74.0,342.3529411764706,82.08333333333333,37.54054054054054,14.128324297527156,PP_RS01815,waaC,lipopolysaccharide heptosyltransferase I,CDS,1059.0,Metabolic:S_Cell_Envelope_Biosynthesis__Lipid_A_Biosynthesis
PP_3483,340.0,398.0,130.0,14.0,17.0,11.0,24.285714285714285,23.41176470588235,11.818181818181818,,PP_RS18115,,GspE/PulE family protein,CDS,1674.0,
PP_3484,2244.0,2761.0,1022.0,28.0,107.0,123.0,80.14285714285714,25.80373831775701,8.308943089430894,,PP_RS18120,,response regulator,CDS,534.0,
PP_3485,1288.0,1197.0,676.0,17.0,50.0,37.0,75.76470588235294,23.94,18.27027027027027,,PP_RS18125,,SurA N-terminal domain-containing protein,CDS,642.0,
PP_3486,167.0,126.0,85.0,4.0,10.0,3.0,41.75,12.6,28.333333333333332,,PP_RS18130,,ABC transporter substrate-binding protein,CDS,1491.0,
PP_3487,130.0,140.0,68.0,1.0,10.0,1.0,130.0,14.0,68.0,,PP_RS18135,,SCO family protein,CDS,666.0,
PP_3488,106.0,123.0,93.0,11.0,10.0,2.0,9.636363636363637,12.3,46.5,,PP_RS18140,,SCO family protein,CDS,657.0,
PP_5606,466.0,485.0,252.0,17.0,7.0,12.0,27.41176470588235,69.28571428571429,21.0,,PP_RS18145,,cytochrome D1 domain-containing protein,CDS,1977.0,
PP_3490,1048.0,1167.0,808.0,91.0,66.0,41.0,11.516483516483516,17.681818181818183,19.70731707317073,,PP_RS18150,mnxG,manganese-oxidizing multicopper oxidase MnxG,CDS,5844.0,
PP_3491,3059.0,4125.0,1669.0,11.0,36.0,37.0,278.09090909090907,114.58333333333333,45.108108108108105,0.0,PP_RS18155,,enoyl-CoA hydratase/isomerase family protein,CDS,1074.0,Metabolic: No subsystem
PP_3492,2541.0,2515.0,1250.0,21.0,78.0,63.0,121.0,32.243589743589745,19.841269841269842,,PP_RS18160,,acyl-CoA dehydrogenase family protein,CDS,1152.0,
PP_0343,3014.0,2604.0,1508.0,27.0,75.0,86.0,111.62962962962963,34.72,17.53488372093023,14.128324297527156,PP_RS01820,,glycosyltransferase family 4 protein,CDS,1125.0,Metabolic:S_Cell_Envelope_Biosynthesis__LPS_Biosynthesis
PP_3493,4576.0,6073.0,1802.0,6.0,30.0,15.0,762.6666666666666,202.43333333333334,120.13333333333334,,PP_RS18165,,LysR family transcriptional regulator,CDS,933.0,
PP_3494,1586.0,1571.0,557.0,18.0,28.0,8.0,88.11111111111111,56.107142857142854,69.625,,PP_RS18170,,DUF2790 domain-containing protein,CDS,261.0,
PP_3495,3243.0,3734.0,1609.0,6.0,49.0,20.0,540.5,76.20408163265306,80.45,,PP_RS18175,,tRNA (adenine(22)-N(1))-methyltransferase TrmK,CDS,693.0,
PP_3496,1667.0,1567.0,772.0,9.0,18.0,35.0,185.22222222222223,87.05555555555556,22.057142857142857,,PP_RS18180,,RidA family protein,CDS,381.0,
PP_3497,13618.0,11630.0,6974.0,66.0,161.0,197.0,206.33333333333334,72.2360248447205,35.401015228426395,,PP_RS18185,,U32 family peptidase,CDS,2001.0,
PP_3498,2879.0,3282.0,1206.0,42.0,43.0,34.0,68.54761904761905,76.32558139534883,35.470588235294116,,PP_RS18190,,IS110-like element ISPpu11 family transposase,CDS,1059.0,
PP_3499,90.0,103.0,30.0,7.0,1.0,1.0,12.857142857142858,103.0,30.0,,PP_RS18195,,transposase,CDS,321.0,
PP_3500,93.0,115.0,48.0,1.0,5.0,1.0,93.0,23.0,48.0,,PP_RS28620,tnpB,IS66 family insertion sequence element accessory protein TnpB,CDS,336.0,
PP_3501,2861.0,3472.0,1404.0,29.0,37.0,69.0,98.65517241379311,93.83783783783784,20.347826086956523,,PP_RS18205,,IS66 family transposase,CDS,1536.0,
PP_3502,1763.0,2393.0,882.0,58.0,85.0,60.0,30.396551724137932,28.152941176470588,14.7,,PP_RS18210,,IS110-like element ISPpu10 family transposase,CDS,966.0,
PP_0344,1542.0,1389.0,704.0,5.0,33.0,40.0,308.4,42.09090909090909,17.6,14.128324297527156,PP_RS01825,rfaP,lipopolysaccharide core heptose(I) kinase RfaP,CDS,807.0,Metabolic:S_Cell_Envelope_Biosynthesis__LPS_Biosynthesis
PP_3503,534.0,703.0,371.0,26.0,16.0,16.0,20.53846153846154,43.9375,23.1875,,PP_RS18215,,sigma-54 dependent transcriptional regulator,CDS,1326.0,
PP_3504,19580.0,15850.0,14492.0,71.0,192.0,274.0,275.77464788732397,82.55208333333333,52.89051094890511,,PP_RS18220,,hypothetical protein,CDS,267.0,
PP_3505,1109.0,824.0,564.0,11.0,18.0,18.0,100.81818181818181,45.77777777777778,31.333333333333332,,PP_RS18225,,VWA domain-containing protein,CDS,591.0,
PP_3506,2366.0,2803.0,1447.0,8.0,49.0,64.0,295.75,57.204081632653065,22.609375,,PP_RS18230,,ATP-binding protein,CDS,1014.0,
PP_3507,8102.0,6440.0,4170.0,61.0,207.0,177.0,132.81967213114754,31.11111111111111,23.559322033898304,0.36337364612493184,PP_RS18235,cobN,cobaltochelatase subunit CobN,CDS,3762.0,Metabolic:S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism
PP_3508,15726.0,21503.0,6678.0,36.0,159.0,170.0,436.8333333333333,135.23899371069183,39.28235294117647,,PP_RS18240,cobW,cobalamin biosynthesis protein CobW,CDS,1068.0,
PP_3509,2912.0,3366.0,1296.0,26.0,16.0,31.0,112.0,210.375,41.806451612903224,,PP_RS18245,,glyoxalase superfamily protein,CDS,378.0,
PP_3510,490.0,478.0,299.0,11.0,22.0,16.0,44.54545454545455,21.727272727272727,18.6875,,PP_RS18250,,hypothetical protein,CDS,360.0,
PP_3511,18940.0,19437.0,7980.0,300.0,644.0,605.0,63.13333333333333,30.18167701863354,13.190082644628099,0.0,PP_RS18255,,branched-chain amino acid aminotransferase,CDS,1020.0,Metabolic:S_Valine__Leucine__and_Isoleucine_Metabolism
PP_3512,189.0,172.0,116.0,8.0,13.0,13.0,23.625,13.23076923076923,8.923076923076923,,PP_RS18260,,multidrug/biocide efflux PACE transporter,CDS,429.0,
PP_0345,1422.0,1217.0,793.0,22.0,65.0,45.0,64.63636363636364,18.723076923076924,17.622222222222224,14.128324297527156,PP_RS01830,,lipopolysaccharide kinase InaA family protein,CDS,735.0,Metabolic:S_Cell_Envelope_Biosynthesis__LPS_Biosynthesis
PP_3513,451.0,486.0,201.0,18.0,22.0,13.0,25.055555555555557,22.09090909090909,15.461538461538462,,PP_RS18265,,LysR family transcriptional regulator,CDS,855.0,
PP_3514,293.0,380.0,251.0,21.0,28.0,16.0,13.952380952380953,13.571428571428571,15.6875,0.0,PP_RS18270,,hydantoinase B/oxoprolinase family protein,CDS,1746.0,Metabolic:S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism
PP_3515,435.0,429.0,321.0,10.0,35.0,16.0,43.5,12.257142857142858,20.0625,0.0,PP_RS18275,,hydantoinase/oxoprolinase family protein,CDS,2085.0,Metabolic:S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism
PP_3516,369.0,448.0,207.0,24.0,22.0,24.0,15.375,20.363636363636363,8.625,,PP_RS18280,,helix-turn-helix domain-containing protein,CDS,957.0,
PP_3517,298.0,255.0,188.0,12.0,15.0,8.0,24.833333333333332,17.0,23.5,,PP_RS18285,,DUF2950 domain-containing protein,CDS,894.0,
PP_3518,1028.0,1113.0,478.0,26.0,60.0,38.0,39.53846153846154,18.55,12.578947368421053,,PP_RS18290,,DUF3300 domain-containing protein,CDS,1446.0,
PP_3519,132.0,109.0,92.0,3.0,5.0,3.0,44.0,21.8,30.666666666666668,,PP_RS18295,,lipoprotein,CDS,252.0,
PP_3520,5806.0,6607.0,2969.0,16.0,112.0,89.0,362.875,58.99107142857143,33.359550561797754,,PP_RS18300,,TorF family putative porin,CDS,720.0,
PP_3521,665.0,670.0,359.0,28.0,21.0,30.0,23.75,31.904761904761905,11.966666666666667,,PP_RS18305,,DMT family transporter,CDS,873.0,
PP_3522,144.0,160.0,85.0,5.0,6.0,0.0,28.8,26.666666666666668,inf,,PP_RS18310,,RidA family protein,CDS,423.0,
PP_0346,1621.0,1537.0,1341.0,16.0,56.0,65.0,101.3125,27.446428571428573,20.630769230769232,14.128324297527156,PP_RS01835,,lipopolysaccharide kinase InaA family protein,CDS,753.0,Metabolic:S_Cell_Envelope_Biosynthesis__LPS_Biosynthesis
PP_3523,274.0,286.0,123.0,11.0,6.0,5.0,24.90909090909091,47.666666666666664,24.6,,PP_RS18315,,hypothetical protein,CDS,327.0,
PP_3525,1045.0,1175.0,496.0,10.0,32.0,17.0,104.5,36.71875,29.176470588235293,,PP_RS18325,,hypothetical protein,CDS,471.0,
PP_3526,2542.0,2954.0,902.0,5.0,28.0,34.0,508.4,105.5,26.529411764705884,,PP_RS18330,,GlxA family transcriptional regulator,CDS,1008.0,
PP_3527,4206.0,5009.0,2634.0,60.0,70.0,56.0,70.1,71.55714285714286,47.035714285714285,,PP_RS18335,,TetR/AcrR family transcriptional regulator,CDS,684.0,
PP_3528,350.0,311.0,174.0,20.0,31.0,15.0,17.5,10.03225806451613,11.6,,PP_RS18340,,aliphatic sulfonate ABC transporter substrate-binding protein,CDS,981.0,
PP_3529,559.0,480.0,261.0,10.0,31.0,30.0,55.9,15.483870967741936,8.7,,PP_RS18345,,LLM class flavin-dependent oxidoreductase,CDS,1365.0,
PP_3530,3441.0,3477.0,1469.0,30.0,95.0,68.0,114.7,36.6,21.602941176470587,0.0,PP_RS18350,,bifunctional allantoicase/(S)-ureidoglycine aminohydrolase,CDS,837.0,Metabolic:S_Alternate_Carbon_and_Nitrogen_source__Nucleotide_Metabolism
PP_3531,483.0,476.0,386.0,6.0,53.0,47.0,80.5,8.981132075471699,8.212765957446809,,PP_RS18355,,START domain-containing protein,CDS,600.0,
PP_3532,711.0,802.0,352.0,7.0,3.0,7.0,101.57142857142857,267.3333333333333,50.285714285714285,,PP_RS18360,,Lrp/AsnC family transcriptional regulator,CDS,423.0,
PP_0035,54.0,108.0,20.0,21.0,6.0,5.0,2.5714285714285716,18.0,4.0,,PP_RS00180,,GtrA family protein,CDS,420.0,
PP_0347,1839.0,1477.0,986.0,22.0,55.0,44.0,83.5909090909091,26.854545454545455,22.40909090909091,,PP_RS01840,,lipopolysaccharide kinase InaA family protein,CDS,1443.0,
PP_3533,1616.0,2156.0,859.0,24.0,35.0,19.0,67.33333333333333,61.6,45.21052631578947,0.0,PP_RS18365,,ornithine cyclodeaminase,CDS,1053.0,Metabolic:S_Arginine_and_Proline_Metabolism
PP_3534,2717.0,3302.0,1645.0,16.0,26.0,22.0,169.8125,127.0,74.77272727272727,,PP_RS18370,,LysR substrate-binding domain-containing protein,CDS,882.0,
PP_3535,2460.0,2824.0,1320.0,8.0,82.0,40.0,307.5,34.4390243902439,33.0,0.0,PP_RS18375,ggt,gamma-glutamyltransferase,CDS,1791.0,Metabolic:S_Cofactor_and_Prosthetic_Group_Biosynthesis
PP_3536,1184.0,1637.0,542.0,174.0,107.0,89.0,6.804597701149425,15.299065420560748,6.089887640449438,,PP_RS18380,,hypothetical protein,CDS,1041.0,
PP_3537,512.0,490.0,236.0,17.0,26.0,16.0,30.11764705882353,18.846153846153847,14.75,0.0030596631025936565,PP_RS18385,pobA,4-hydroxybenzoate 3-monooxygenase,CDS,1188.0,Metabolic:S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway
PP_3538,720.0,922.0,389.0,23.0,20.0,18.0,31.304347826086957,46.1,21.61111111111111,,PP_RS18390,,helix-turn-helix domain-containing protein,CDS,879.0,
PP_3539,1681.0,2415.0,823.0,43.0,39.0,30.0,39.093023255813954,61.92307692307692,27.433333333333334,,PP_RS18395,,MerR family DNA-binding transcriptional regulator,CDS,399.0,
PP_3540,1937.0,1842.0,973.0,27.0,64.0,42.0,71.74074074074075,28.78125,23.166666666666668,0.0,PP_RS18400,,hydroxymethylglutaryl-CoA lyase,CDS,900.0,Metabolic:S_Butanoate_Metabolism
PP_3541,551.0,648.0,258.0,27.0,48.0,35.0,20.40740740740741,13.5,7.371428571428571,,PP_RS18405,,MgtC/SapB family protein,CDS,519.0,
PP_3542,60.0,60.0,39.0,7.0,1.0,3.0,8.571428571428571,60.0,13.0,,PP_RS18410,,DUF3203 family protein,CDS,240.0,
PP_0348,1174.0,1350.0,649.0,40.0,66.0,21.0,29.35,20.454545454545453,30.904761904761905,,PP_RS01845,,dermonecrotic toxin domain-containing protein,CDS,2787.0,
PP_3543,1389.0,1247.0,734.0,17.0,23.0,28.0,81.70588235294117,54.21739130434783,26.214285714285715,,PP_RS18415,ccoG,cytochrome c oxidase accessory protein CcoG,CDS,1404.0,
PP_3544,1844.0,2477.0,948.0,9.0,28.0,29.0,204.88888888888889,88.46428571428571,32.689655172413794,,PP_RS18420,mapR,GntR family transcriptional regulator MpaR,CDS,1410.0,
PP_3545,2347.0,2702.0,1027.0,40.0,51.0,35.0,58.675,52.98039215686274,29.34285714285714,,PP_RS18425,,PAS domain-containing sensor histidine kinase,CDS,1662.0,
PP_3546,4927.0,5389.0,2390.0,47.0,132.0,124.0,104.82978723404256,40.82575757575758,19.274193548387096,,PP_RS18430,,PAS domain-containing protein,CDS,2067.0,
PP_3547,5933.0,7540.0,2864.0,22.0,99.0,86.0,269.6818181818182,76.16161616161617,33.30232558139535,,PP_RS18435,,SDR family oxidoreductase,CDS,747.0,
PP_3548,1198.0,1474.0,851.0,40.0,45.0,41.0,29.95,32.75555555555555,20.75609756097561,,PP_RS18440,,DHA2 family efflux MFS transporter permease subunit,CDS,1536.0,
PP_3549,1509.0,1820.0,978.0,14.0,15.0,18.0,107.78571428571429,121.33333333333333,54.333333333333336,,PP_RS18445,,HlyD family secretion protein,CDS,1194.0,
PP_3550,693.0,890.0,456.0,9.0,31.0,17.0,77.0,28.70967741935484,26.823529411764707,,PP_RS18450,,MarR family winged helix-turn-helix transcriptional regulator,CDS,474.0,
PP_3551,861.0,820.0,581.0,6.0,23.0,3.0,143.5,35.65217391304348,193.66666666666666,,PP_RS18455,,response regulator transcription factor,CDS,633.0,
PP_3552,992.0,1094.0,512.0,29.0,95.0,60.0,34.206896551724135,11.51578947368421,8.533333333333333,,PP_RS18460,,sensor histidine kinase,CDS,1407.0,
PP_5443,15.0,35.0,4.0,0.0,1.0,0.0,inf,35.0,inf,,PP_RS01850,,hypothetical protein,CDS,186.0,
PP_3553,1376.0,1634.0,670.0,26.0,38.0,22.0,52.92307692307692,43.0,30.454545454545453,0.0,PP_RS18465,,acyl-CoA synthetase,CDS,1623.0,Metabolic:S_Fatty_Acid__Biosynthesis
PP_3554,1117.0,1277.0,659.0,29.0,22.0,12.0,38.51724137931034,58.04545454545455,54.916666666666664,,PP_RS18470,,acyl-CoA dehydrogenase C-terminal domain-containing protein,CDS,1770.0,
PP_3555,2564.0,2485.0,1317.0,50.0,128.0,92.0,51.28,19.4140625,14.315217391304348,,PP_RS18475,,FecR family protein,CDS,1008.0,
PP_3556,2189.0,1647.0,935.0,34.0,43.0,19.0,64.38235294117646,38.30232558139535,49.21052631578947,,PP_RS18480,,Na+/H+ antiporter family protein,CDS,1320.0,
PP_3557,1495.0,1427.0,1081.0,23.0,45.0,34.0,65.0,31.711111111111112,31.794117647058822,,PP_RS18485,,methyl-accepting chemotaxis protein,CDS,2145.0,
PP_3558,1367.0,1253.0,858.0,39.0,120.0,120.0,35.05128205128205,10.441666666666666,7.15,,PP_RS18490,,ABC transporter substrate-binding protein,CDS,1017.0,
PP_3559,906.0,602.0,468.0,6.0,23.0,24.0,151.0,26.17391304347826,19.5,,PP_RS18495,,proline/glycine betaine ABC transporter permease,CDS,849.0,
PP_3560,780.0,791.0,387.0,4.0,20.0,15.0,195.0,39.55,25.8,,PP_RS18500,,LysR family transcriptional regulator,CDS,864.0,
PP_3561,221.0,254.0,158.0,3.0,2.0,10.0,73.66666666666667,127.0,15.8,0.0,PP_RS18505,,AEC family transporter,CDS,918.0,Metabolic:S_Transport__solvent_extrusion
PP_3562,1349.0,1837.0,316.0,19.0,42.0,28.0,71.0,43.73809523809524,11.285714285714286,,PP_RS18510,,cell wall hydrolase,CDS,612.0,
PP_0349,298.0,325.0,129.0,11.0,20.0,2.0,27.09090909090909,16.25,64.5,,PP_RS01855,,PepSY domain-containing protein,CDS,1113.0,
PP_3563,4161.0,5957.0,1864.0,14.0,50.0,78.0,297.2142857142857,119.14,23.897435897435898,,PP_RS18515,,CAP domain-containing protein,CDS,852.0,
PP_3564,3099.0,3518.0,1647.0,13.0,61.0,24.0,238.3846153846154,57.67213114754098,68.625,,PP_RS18520,,GlxA family transcriptional regulator,CDS,978.0,
PP_3565,201.0,150.0,113.0,10.0,2.0,6.0,20.1,75.0,18.833333333333332,,PP_RS18525,,LysE family translocator,CDS,612.0,
PP_3566,1082.0,1223.0,596.0,17.0,16.0,14.0,63.64705882352941,76.4375,42.57142857142857,,PP_RS18530,,MFS transporter,CDS,1200.0,
PP_3567,1946.0,2132.0,1239.0,7.0,23.0,1.0,278.0,92.69565217391305,1239.0,,PP_RS18535,,LysR family transcriptional regulator,CDS,906.0,
PP_3568,82.0,64.0,21.0,5.0,3.0,3.0,16.4,21.333333333333332,7.0,,PP_RS18540,,cupin domain-containing protein,CDS,351.0,
PP_3569,2026.0,2324.0,1277.0,61.0,89.0,69.0,33.21311475409836,26.1123595505618,18.507246376811594,0.0,PP_RS18545,,glucose/quinate/shikimate family membrane-bound PQQ-dependent dehydrogenase,CDS,2418.0,Metabolic:S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway
PP_3570,1012.0,973.0,577.0,23.0,24.0,23.0,44.0,40.541666666666664,25.08695652173913,0.0,PP_RS18550,,carbohydrate porin,CDS,1269.0,Metabolic:S_Transport__Outer_Membrane
PP_3571,263.0,243.0,111.0,19.0,10.0,4.0,13.842105263157896,24.3,27.75,,PP_RS18555,argE,acetylornithine deacetylase,CDS,1161.0,
PP_3572,165.0,144.0,93.0,6.0,8.0,0.0,27.5,18.0,inf,,PP_RS18560,,DUF1028 domain-containing protein,CDS,678.0,
PP_0350,442.0,441.0,293.0,51.0,31.0,30.0,8.666666666666666,14.225806451612904,9.766666666666667,0.0,PP_RS01860,,TonB-dependent siderophore receptor,CDS,2433.0,Metabolic:S_Iron_uptake_and_metabolism
PP_3573,277.0,233.0,136.0,19.0,20.0,17.0,14.578947368421053,11.65,8.0,,PP_RS18565,,NAD(P)/FAD-dependent oxidoreductase,CDS,1320.0,
PP_3574,161.0,163.0,75.0,1.0,17.0,6.0,161.0,9.588235294117647,12.5,,PP_RS18570,,RidA family protein,CDS,417.0,
PP_3575,1166.0,1365.0,436.0,39.0,49.0,44.0,29.897435897435898,27.857142857142858,9.909090909090908,,PP_RS18575,,TonB-dependent receptor,CDS,2406.0,
PP_3576,323.0,359.0,197.0,11.0,5.0,0.0,29.363636363636363,71.8,inf,,PP_RS18580,,FecR domain-containing protein,CDS,945.0,
PP_3577,626.0,457.0,306.0,14.0,10.0,6.0,44.714285714285715,45.7,51.0,,PP_RS18585,,sigma-70 family RNA polymerase sigma factor,CDS,513.0,
PP_3578,11572.0,11719.0,4651.0,70.0,203.0,202.0,165.31428571428572,57.72906403940887,23.024752475247524,0.0,PP_RS18590,pgm,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",CDS,1638.0,Metabolic:S_Starch_and_Sucrose_Metabolism
PP_3579,362.0,400.0,334.0,16.0,7.0,16.0,22.625,57.142857142857146,20.875,,PP_RS18595,,DUF1345 domain-containing protein,CDS,648.0,
PP_3580,3177.0,3366.0,1507.0,3.0,19.0,26.0,1059.0,177.1578947368421,57.96153846153846,,PP_RS18600,,DUF1652 domain-containing protein,CDS,261.0,
PP_3581,4083.0,6297.0,2431.0,44.0,72.0,48.0,92.79545454545455,87.45833333333333,50.645833333333336,0.0,PP_RS18605,,bifunctional diguanylate cyclase/phosphodiesterase,CDS,2088.0,Metabolic:S_Purine_Metabolism
PP_3582,1055.0,997.0,624.0,33.0,34.0,28.0,31.96969696969697,29.323529411764707,22.285714285714285,,PP_RS18610,,efflux transporter outer membrane subunit,CDS,1491.0,
PP_0351,211.0,202.0,140.0,1.0,4.0,6.0,211.0,50.5,23.333333333333332,,PP_RS01865,,FecR domain-containing protein,CDS,957.0,
PP_3583,1223.0,1046.0,707.0,56.0,120.0,52.0,21.839285714285715,8.716666666666667,13.596153846153847,,PP_RS18615,,efflux RND transporter permease subunit,CDS,3108.0,
PP_3584,2628.0,2064.0,1286.0,80.0,148.0,120.0,32.85,13.945945945945946,10.716666666666667,,PP_RS18620,,MdtB/MuxB family multidrug efflux RND transporter permease subunit,CDS,3099.0,
PP_3585,2217.0,2687.0,879.0,38.0,48.0,64.0,58.3421052631579,55.979166666666664,13.734375,,PP_RS18625,,MdtA/MuxA family multidrug efflux RND transporter periplasmic adaptor subunit,CDS,1308.0,
PP_3586,1339.0,1544.0,528.0,78.0,59.0,49.0,17.166666666666668,26.16949152542373,10.775510204081632,,PP_RS18630,,IS110-like element ISPpu9 family transposase,CDS,1329.0,
PP_3587,4525.0,4341.0,1893.0,19.0,61.0,82.0,238.1578947368421,71.1639344262295,23.085365853658537,,PP_RS18635,tpx,thiol peroxidase,CDS,501.0,
PP_3588,579.0,787.0,333.0,40.0,62.0,21.0,14.475,12.693548387096774,15.857142857142858,0.0,PP_RS18640,,Bcr/CflA family efflux MFS transporter,CDS,1188.0,Metabolic:S_Transport__solvent_extrusion
PP_3589,4134.0,4024.0,2016.0,32.0,39.0,20.0,129.1875,103.17948717948718,100.8,0.0,PP_RS18645,,serine/threonine transporter,CDS,1281.0,Metabolic:S_Transport__Inner_Membrane
PP_3590,11359.0,13413.0,5209.0,48.0,134.0,223.0,236.64583333333334,100.09701492537313,23.358744394618835,106.1643575602365,PP_RS18650,,aromatic amino acid transaminase,CDS,1197.0,Metabolic:S_Aromatic_Compounds_Degradation__Homogentisate_pathway
PP_3591,1186.0,1524.0,502.0,5.0,27.0,17.0,237.2,56.44444444444444,29.529411764705884,0.0,PP_RS18655,,Ldh family oxidoreductase,CDS,1026.0,Metabolic:S_Alternate_Carbon_and_Nitrogen_source__D_Amino_acids_Metabolism
PP_3592,1421.0,1643.0,797.0,10.0,32.0,27.0,142.1,51.34375,29.51851851851852,,PP_RS18660,,MurR/RpiR family transcriptional regulator,CDS,873.0,
PP_0352,499.0,383.0,299.0,3.0,10.0,14.0,166.33333333333334,38.3,21.357142857142858,,PP_RS01870,,RNA polymerase sigma factor,CDS,519.0,
PP_3593,726.0,790.0,356.0,10.0,15.0,6.0,72.6,52.666666666666664,59.333333333333336,0.0,PP_RS18665,,transporter substrate-binding domain-containing protein,CDS,753.0,Metabolic:S_Transport__ABC_system
PP_3594,314.0,304.0,167.0,6.0,17.0,4.0,52.333333333333336,17.88235294117647,41.75,0.0,PP_RS18670,,ABC transporter permease,CDS,720.0,Metabolic:S_Transport__ABC_system
PP_3595,439.0,563.0,289.0,10.0,16.0,7.0,43.9,35.1875,41.285714285714285,0.0,PP_RS18675,,ABC transporter permease,CDS,711.0,Metabolic:S_Transport__ABC_system
PP_3596,532.0,428.0,262.0,12.0,21.0,12.0,44.333333333333336,20.38095238095238,21.833333333333332,0.0,PP_RS18680,,FAD-binding oxidoreductase,CDS,1245.0,Metabolic:S_Lysine_Metabolism
PP_3597,283.0,233.0,157.0,11.0,11.0,0.0,25.727272727272727,21.181818181818183,inf,0.0,PP_RS18685,,amino acid ABC transporter ATP-binding protein,CDS,783.0,Metabolic:S_Transport__ABC_system
PP_3598,5278.0,5731.0,2493.0,101.0,195.0,263.0,52.257425742574256,29.38974358974359,9.479087452471482,0.0,PP_RS18690,,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein,CDS,810.0,Metabolic:S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism
PP_3599,269.0,298.0,182.0,18.0,12.0,8.0,14.944444444444445,24.833333333333332,22.75,0.0,PP_RS18695,kdgD,5-dehydro-4-deoxyglucarate dehydratase,CDS,912.0,Metabolic:S_Alternate_Carbon__Ascorbate_and_Aldarate_Metabolism
PP_3600,218.0,234.0,148.0,28.0,23.0,14.0,7.785714285714286,10.173913043478262,10.571428571428571,0.0,PP_RS18700,,MFS transporter,CDS,1365.0,Metabolic:S_Transport__Inner_Membrane
PP_3601,444.0,525.0,316.0,30.0,26.0,3.0,14.8,20.192307692307693,105.33333333333333,0.0,PP_RS18705,garD,galactarate dehydratase,CDS,1554.0,Metabolic:S_Alternate_Carbon__Ascorbate_and_Aldarate_Metabolism
PP_3602,1298.0,1299.0,731.0,13.0,5.0,18.0,99.84615384615384,259.8,40.611111111111114,0.0,PP_RS18710,,aldehyde dehydrogenase (NADP(+)),CDS,1581.0,Metabolic:S_Alternate_Carbon__Ascorbate_and_Aldarate_Metabolism
PP_0353,2026.0,1903.0,1007.0,22.0,89.0,190.0,92.0909090909091,21.382022471910112,5.3,,PP_RS01875,,PolC-type DNA polymerase III,CDS,711.0,
PP_3603,5194.0,5253.0,3373.0,15.0,111.0,125.0,346.26666666666665,47.32432432432432,26.984,,PP_RS18715,,FadR/GntR family transcriptional regulator,CDS,750.0,
PP_5607,1320.0,1498.0,617.0,27.0,35.0,22.0,48.888888888888886,42.8,28.045454545454547,,PP_RS18720,,DUF998 domain-containing protein,CDS,651.0,
